type,url,protocol, Host, User-Agent, Accept-Encoding, Accept, Connection, content-type, Content-Length," {""username""",response code, x-powered-by, set-cookie, content-length, etag, date, x-envoy-upstream-service-time, server, x-envoy-decorator-operation," 
{""id""",body,coockie, Cookie," {""street""", transfer-encoding," {""longNum""", Authorization, accept-ranges, cache-control, last-modified," 
upstream connect error or disconnect/reset before headers. reset reason"," 
{""timestamp"""," {""id"""," 
{""message"""
GET,/catalogue?tags=formal%2Cgreen%2Cmagic%2Caction%2Cred%2Cskin%2Cmagic&page=1&size=100,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
",,,," HTTP/1.1 200 OK
"," Express
",,,," Tue, 14 Feb 2023 14"," 17300
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,"{""id"":""a0a4f044-b040-410d-8ead-4de0446aec7e"",""name"":""Nerd leg"",""description"":""For all those leg lovers out there. A perfect example of a swivel chair trained calf. Meticulously trained on a diet of sitting and Pina Coladas. Phwarr..."",""imageUrl"":","<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>",,," chunked
",,,,,,,,,
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," text/html& charset=UTF-8
",,," HTTP/1.1 200 OK
"," Express
",," 10364
"," W/""287c-17b1be86038""
"," Tue, 14 Feb 2023 14"," 523
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['\n'],"<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>"," logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI& md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70
",,,,," bytes
"," public, max-age=0
"," Fri, 06 Aug 2021 14",,,,
GET,/catalogue?tags=skin%2Cmagic%2Cformal&page=1&size=100,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
",,,," HTTP/1.1 200 OK
"," Express
",,,," Tue, 14 Feb 2023 14"," 18361
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,"{""id"":""a0a4f044-b040-410d-8ead-4de0446aec7e"",""name"":""Nerd leg"",""description"":""For all those leg lovers out there. A perfect example of a swivel chair trained calf. Meticulously trained on a diet of sitting and Pina Coladas. Phwarr..."",""imageUrl"":","<RequestsCookieJar[<Cookie logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K for 172.18.0.4/>, <Cookie md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k for 172.18.0.4/>]>",,," chunked
",,,,,,,,,
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," text/html& charset=UTF-8
",,," HTTP/1.1 200 OK
"," Express
",," 10364
"," W/""287c-17b1be86038""
"," Tue, 14 Feb 2023 14"," 716
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['\n'],"<RequestsCookieJar[<Cookie logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K for 172.18.0.4/>, <Cookie md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k for 172.18.0.4/>]>"," logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K& md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k
",,,,," bytes
"," public, max-age=0
"," Fri, 06 Aug 2021 14",,,,
GET,/catalogue?tags=sport%2Cgeek%2Cgeek%2Cformal%2Cred%2Cgreen%2Cblue%2Cskin&page=1&size=100,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
",,,," HTTP/1.1 200 OK
"," Express
",,,," Tue, 14 Feb 2023 14"," 13213
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,"{""id"":""6d62d909-f957-430e-8689-b5129c0bb75e"",""name"":""Weave special"",""description"":""Limited issue Weave socks."",""imageUrl"":","<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>",,," chunked
",,,,,,,,,
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," text/html& charset=UTF-8
",,," HTTP/1.1 200 OK
"," Express
",," 10364
"," W/""287c-17b1be86038""
"," Tue, 14 Feb 2023 14"," 121
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['\n'],"<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>"," logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI& md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70
",,,,," bytes
"," public, max-age=0
"," Fri, 06 Aug 2021 14",,,,
GET,/catalogue?tags=brown%2Cgreen%2Cblue%2Cbrown%2Cred&page=1&size=100,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
",,,," HTTP/1.1 200 OK
"," Express
",,,," Tue, 14 Feb 2023 14"," 5278
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,"{""id"":""a0a4f044-b040-410d-8ead-4de0446aec7e"",""name"":""Nerd leg"",""description"":""For all those leg lovers out there. A perfect example of a swivel chair trained calf. Meticulously trained on a diet of sitting and Pina Coladas. Phwarr..."",""imageUrl"":","<RequestsCookieJar[<Cookie logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K for 172.18.0.4/>, <Cookie md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k for 172.18.0.4/>]>",,," chunked
",,,,,,,,,
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," text/html& charset=UTF-8
",,," HTTP/1.1 200 OK
"," Express
",," 10364
"," W/""287c-17b1be86038""
"," Tue, 14 Feb 2023 14"," 26
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['\n'],"<RequestsCookieJar[<Cookie logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K for 172.18.0.4/>, <Cookie md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k for 172.18.0.4/>]>"," logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K& md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k
",,,,," bytes
"," public, max-age=0
"," Fri, 06 Aug 2021 14",,,,
POST,/cart,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," application/json
"," 46
",," HTTP/1.1 201 Created
"," Express
",,,," Tue, 14 Feb 2023 14"," 2009
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['\n'],"<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>"," logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI& md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70
",," chunked
",,,,,,,," ""837ab141-399e-4c1f-9abc-bace40296bac""}",
GET,/catalogue?tags=brown%2Cmagic%2Cblack%2Cgeek%2Csport%2Caction%2Cgeek%2Cred%2Cbrown&page=1&size=100,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
",,,," HTTP/1.1 200 OK
"," Express
",,,," Tue, 14 Feb 2023 14"," 1064
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,"{""id"":""6d62d909-f957-430e-8689-b5129c0bb75e"",""name"":""Weave special"",""description"":""Limited issue Weave socks."",""imageUrl"":","<RequestsCookieJar[<Cookie logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K for 172.18.0.4/>, <Cookie md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k for 172.18.0.4/>]>",,," chunked
",,,,,,,,,
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," text/html& charset=UTF-8
",,," HTTP/1.1 200 OK
"," Express
",," 10364
"," W/""287c-17b1be86038""
"," Tue, 14 Feb 2023 14"," 3
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['\n'],"<RequestsCookieJar[<Cookie logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K for 172.18.0.4/>, <Cookie md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k for 172.18.0.4/>]>"," logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K& md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k
",,,,," bytes
"," public, max-age=0
"," Fri, 06 Aug 2021 14",,,,
GET,/catalogue?tags=brown%2Cblack%2Cgreen%2Cblack&page=1&size=100,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
",,,," HTTP/1.1 200 OK
"," Express
",,,," Tue, 14 Feb 2023 14"," 530
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,"{""id"":""6d62d909-f957-430e-8689-b5129c0bb75e"",""name"":""Weave special"",""description"":""Limited issue Weave socks."",""imageUrl"":","<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>",,," chunked
",,,,,,,,,
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," text/html& charset=UTF-8
",,," HTTP/1.1 200 OK
"," Express
",," 10364
"," W/""287c-17b1be86038""
"," Tue, 14 Feb 2023 14"," 6
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['\n'],"<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>"," logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI& md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70
",,,,," bytes
"," public, max-age=0
"," Fri, 06 Aug 2021 14",,,,
GET,/catalogue?tags=sport%2Cformal%2Caction%2Cblue%2Cred%2Cmagic%2Cred%2Csport&page=1&size=100,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
",,,," HTTP/1.1 200 OK
"," Express
",,,," Tue, 14 Feb 2023 14"," 191
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,"{""id"":""a0a4f044-b040-410d-8ead-4de0446aec7e"",""name"":""Nerd leg"",""description"":""For all those leg lovers out there. A perfect example of a swivel chair trained calf. Meticulously trained on a diet of sitting and Pina Coladas. Phwarr..."",""imageUrl"":","<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>",,," chunked
",,,,,,,,,
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," text/html& charset=UTF-8
",,," HTTP/1.1 200 OK
"," Express
",," 10364
"," W/""287c-17b1be86038""
"," Tue, 14 Feb 2023 14"," 1
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['\n'],"<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>"," logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI& md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70
",,,,," bytes
"," public, max-age=0
"," Fri, 06 Aug 2021 14",,,,
GET,/catalogue?tags=&page=1&size=100,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
",,,," HTTP/1.1 200 OK
"," Express
",,,," Tue, 14 Feb 2023 14"," 42
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,"]
","<RequestsCookieJar[<Cookie logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K for 172.18.0.4/>, <Cookie md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k for 172.18.0.4/>]>",,," chunked
",,,,,,,,,
GET,/catalogue?tags=skin%2Cblack%2Cskin%2Cformal%2Caction%2Cformal%2Cgeek&page=1&size=100,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
",,,," HTTP/1.1 200 OK
"," Express
",,,," Tue, 14 Feb 2023 14"," 264
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,"{""id"":""6d62d909-f957-430e-8689-b5129c0bb75e"",""name"":""Weave special"",""description"":""Limited issue Weave socks."",""imageUrl"":","<RequestsCookieJar[<Cookie logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K for 172.18.0.4/>, <Cookie md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k for 172.18.0.4/>]>",,," chunked
",,,,,,,,,
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," text/html& charset=UTF-8
",,," HTTP/1.1 200 OK
"," Express
",," 10364
"," W/""287c-17b1be86038""
"," Tue, 14 Feb 2023 14"," 2
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['\n'],"<RequestsCookieJar[<Cookie logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K for 172.18.0.4/>, <Cookie md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k for 172.18.0.4/>]>"," logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K& md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k
",,,,," bytes
"," public, max-age=0
"," Fri, 06 Aug 2021 14",,,,
GET,/catalogue?tags=red%2Cblack%2Cskin%2Csport&page=1&size=100,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
",,,," HTTP/1.1 200 OK
"," Express
",,,," Tue, 14 Feb 2023 14"," 68
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,"{""id"":""6d62d909-f957-430e-8689-b5129c0bb75e"",""name"":""Weave special"",""description"":""Limited issue Weave socks."",""imageUrl"":","<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>",,," chunked
",,,,,,,,,
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," text/html& charset=UTF-8
",,," HTTP/1.1 200 OK
"," Express
",," 10364
"," W/""287c-17b1be86038""
"," Tue, 14 Feb 2023 14"," 1
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['\n'],"<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>"," logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI& md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70
",,,,," bytes
"," public, max-age=0
"," Fri, 06 Aug 2021 14",,,,
GET,/catalogue?tags=brown%2Cred&page=1&size=100,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
",,,," HTTP/1.1 200 OK
"," Express
",,,," Tue, 14 Feb 2023 14"," 372
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,"{""id"":""808a2de1-1aaa-4c25-a9b9-6612e8f29a38"",""name"":""Crossed"",""description"":""A mature sock, crossed, with an air of nonchalance."",""imageUrl"":","<RequestsCookieJar[<Cookie logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K for 172.18.0.4/>, <Cookie md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k for 172.18.0.4/>]>",,," chunked
",,,,,,,,,
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," text/html& charset=UTF-8
",,," HTTP/1.1 200 OK
"," Express
",," 10364
"," W/""287c-17b1be86038""
"," Tue, 14 Feb 2023 14"," 1
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['\n'],"<RequestsCookieJar[<Cookie logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K for 172.18.0.4/>, <Cookie md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k for 172.18.0.4/>]>"," logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K& md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k
",,,,," bytes
"," public, max-age=0
"," Fri, 06 Aug 2021 14",,,,
POST,/orders,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," application/json
"," 0
",," HTTP/1.1 406 Not Acceptable
"," Express
",,,," Tue, 14 Feb 2023 14"," 414
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['}'],"<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>"," logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI& md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70
",," chunked
",,,,,,,"1676385870397,""status""",,
POST,/orders,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," application/json
"," 0
",," HTTP/1.1 406 Not Acceptable
"," Express
",,,," Tue, 14 Feb 2023 14"," 180
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['}'],"<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>"," logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI& md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70
",," chunked
",,,,,,,"1676385871773,""status""",,
GET,/catalogue?tags=red&page=1&size=100,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
",,,," HTTP/1.1 200 OK
"," Express
",,,," Tue, 14 Feb 2023 14"," 136
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,"{""id"":""808a2de1-1aaa-4c25-a9b9-6612e8f29a38"",""name"":""Crossed"",""description"":""A mature sock, crossed, with an air of nonchalance."",""imageUrl"":","<RequestsCookieJar[<Cookie logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K for 172.18.0.4/>, <Cookie md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k for 172.18.0.4/>]>",,," chunked
",,,,,,,,,
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
"," text/html& charset=UTF-8
",,," HTTP/1.1 200 OK
"," Express
",," 10364
"," W/""287c-17b1be86038""
"," Tue, 14 Feb 2023 14"," 2
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,['\n'],"<RequestsCookieJar[<Cookie logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K for 172.18.0.4/>, <Cookie md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k for 172.18.0.4/>]>"," logged_in=kGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K& md.sid=s%3AkGlgxzjeZKjcdfIr7Edd7LLaTNMe9x-K.DNcmbOse%2BlR%2FtN%2BrI9zNY%2FxhBpnumlhtYu34w7IhB9k
",,,,," bytes
"," public, max-age=0
"," Fri, 06 Aug 2021 14",,,,
GET,/catalogue?tags=green%2Cred%2Cred%2Cgreen%2Cgeek%2Cgreen%2Cgeek&page=1&size=100,"HTTP/1.1
", 172.18.0.4," python-requests/2.27.1
"," gzip, deflate, br
"," */*
"," keep-alive
",,,," HTTP/1.1 200 OK
"," Express
",,,," Tue, 14 Feb 2023 14"," 185
"," istio-envoy
", front-end.sock-shop.svc.cluster.local,,"{""id"":""6d62d909-f957-430e-8689-b5129c0bb75e"",""name"":""Weave special"",""description"":""Limited issue Weave socks."",""imageUrl"":","<RequestsCookieJar[<Cookie logged_in=kWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI for 172.18.0.4/>, <Cookie md.sid=s%3AkWjPaR4MenQvU6KcK3GrSVqf-bxYPXZI.V809ef6cPNCaJg1i%2Bv%2FYzB9YOgQiPwYIdMLTnbmyJ70 for 172.18.0.4/>]>",,," chunked
",,,,,,,,,
